# Efficiencies generated as product of interpolated 1D efficiencies for d0 and pT from Fig1. in https://arxiv.org/pdf/2011.07812 and Fig.17 in https://arxiv.org/pdf/1908.00005, respectively.
Lepton $p_\text{T}$ [GeV],Lepton $d_0$ [mm],Efficiency
2.917e+02,1.545e+02,2.611e-01
2.917e+02,1.606e+02,2.493e-01
2.917e+02,1.667e+02,2.375e-01
2.917e+02,1.727e+02,2.257e-01
2.917e+02,1.788e+02,2.135e-01
2.917e+02,1.848e+02,2.009e-01
2.917e+02,1.909e+02,1.884e-01
2.917e+02,1.970e+02,1.759e-01
2.917e+02,2.030e+02,1.634e-01
2.917e+02,2.091e+02,1.509e-01
2.917e+02,2.151e+02,1.384e-01
2.917e+02,2.212e+02,1.258e-01
2.917e+02,2.273e+02,1.133e-01
2.917e+02,2.333e+02,1.008e-01
2.917e+02,2.394e+02,8.829e-02
2.917e+02,2.454e+02,7.577e-02
2.917e+02,2.515e+02,6.326e-02
2.917e+02,2.576e+02,5.074e-02
2.917e+02,2.636e+02,3.822e-02
2.917e+02,2.697e+02,2.571e-02
2.917e+02,2.758e+02,1.319e-02
2.917e+02,2.818e+02,6.743e-04
2.917e+02,2.879e+02,0.000e+00
2.917e+02,2.939e+02,0.000e+00
2.917e+02,3.000e+02,0.000e+00
3.190e+02,3.000e+00,7.151e-01
3.190e+02,9.061e+00,6.936e-01
3.190e+02,1.512e+01,6.713e-01
3.190e+02,2.118e+01,6.069e-01
3.190e+02,2.724e+01,5.545e-01
3.190e+02,3.331e+01,5.223e-01
3.190e+02,3.937e+01,5.133e-01
3.190e+02,4.543e+01,5.122e-01
3.190e+02,5.149e+01,4.961e-01
3.190e+02,5.755e+01,4.868e-01
3.190e+02,6.361e+01,4.868e-01
3.190e+02,6.967e+01,4.661e-01
3.190e+02,7.573e+01,4.412e-01
3.190e+02,8.180e+01,4.305e-01
3.190e+02,8.786e+01,4.197e-01
3.190e+02,9.392e+01,4.051e-01
3.190e+02,9.998e+01,3.882e-01
3.190e+02,1.060e+02,3.713e-01
3.190e+02,1.121e+02,3.545e-01
3.190e+02,1.182e+02,3.376e-01
3.190e+02,1.242e+02,3.208e-01
3.190e+02,1.303e+02,3.083e-01
3.190e+02,1.363e+02,2.965e-01
3.190e+02,1.424e+02,2.847e-01
3.190e+02,1.485e+02,2.729e-01
3.190e+02,1.545e+02,2.611e-01
3.190e+02,1.606e+02,2.493e-01
3.190e+02,1.667e+02,2.375e-01
3.190e+02,1.727e+02,2.257e-01
3.190e+02,1.788e+02,2.135e-01
3.190e+02,1.848e+02,2.009e-01
3.190e+02,1.909e+02,1.884e-01
3.190e+02,1.970e+02,1.759e-01
3.190e+02,2.030e+02,1.634e-01
3.190e+02,2.091e+02,1.509e-01
3.190e+02,2.151e+02,1.384e-01
3.190e+02,2.212e+02,1.258e-01
3.190e+02,2.273e+02,1.133e-01
3.190e+02,2.333e+02,1.008e-01
3.190e+02,2.394e+02,8.829e-02
3.190e+02,2.454e+02,7.577e-02
3.190e+02,2.515e+02,6.326e-02
3.190e+02,2.576e+02,5.074e-02
3.190e+02,2.636e+02,3.822e-02
3.190e+02,2.697e+02,2.571e-02
3.190e+02,2.758e+02,1.319e-02
3.190e+02,2.818e+02,6.743e-04
3.190e+02,2.879e+02,0.000e+00
3.190e+02,2.939e+02,0.000e+00
3.190e+02,3.000e+02,0.000e+00
3.462e+02,3.000e+00,7.151e-01
3.462e+02,9.061e+00,6.936e-01
3.462e+02,1.512e+01,6.713e-01
3.462e+02,2.118e+01,6.069e-01
3.462e+02,2.724e+01,5.545e-01
3.462e+02,3.331e+01,5.223e-01
3.462e+02,3.937e+01,5.133e-01
3.462e+02,4.543e+01,5.122e-01
3.462e+02,5.149e+01,4.961e-01
3.462e+02,5.755e+01,4.868e-01
3.462e+02,6.361e+01,4.868e-01
3.462e+02,6.967e+01,4.661e-01
3.462e+02,7.573e+01,4.412e-01
3.462e+02,8.180e+01,4.305e-01
3.462e+02,8.786e+01,4.197e-01
3.462e+02,9.392e+01,4.051e-01
3.462e+02,9.998e+01,3.882e-01
3.462e+02,1.060e+02,3.713e-01
3.462e+02,1.121e+02,3.545e-01
3.462e+02,1.182e+02,3.376e-01
3.462e+02,1.242e+02,3.208e-01
3.462e+02,1.303e+02,3.083e-01
3.462e+02,1.363e+02,2.965e-01
3.462e+02,1.424e+02,2.847e-01
3.462e+02,1.485e+02,2.729e-01
3.462e+02,1.545e+02,2.611e-01
3.462e+02,1.606e+02,2.493e-01
3.462e+02,1.667e+02,2.375e-01
3.462e+02,1.727e+02,2.257e-01
3.462e+02,1.788e+02,2.135e-01
3.462e+02,1.848e+02,2.009e-01
3.462e+02,1.909e+02,1.884e-01
3.462e+02,1.970e+02,1.759e-01
3.462e+02,2.030e+02,1.634e-01
3.462e+02,2.091e+02,1.509e-01
3.462e+02,2.151e+02,1.384e-01
3.462e+02,2.212e+02,1.258e-01
3.462e+02,2.273e+02,1.133e-01
3.462e+02,2.333e+02,1.008e-01
3.462e+02,2.394e+02,8.829e-02
3.462e+02,2.454e+02,7.577e-02
3.462e+02,2.515e+02,6.326e-02
3.462e+02,2.576e+02,5.074e-02
3.462e+02,2.636e+02,3.822e-02
3.462e+02,2.697e+02,2.571e-02
3.462e+02,2.758e+02,1.319e-02
3.462e+02,2.818e+02,6.743e-04
3.462e+02,2.879e+02,0.000e+00
3.462e+02,2.939e+02,0.000e+00
3.462e+02,3.000e+02,0.000e+00
3.734e+02,3.000e+00,7.151e-01
3.734e+02,9.061e+00,6.936e-01
3.734e+02,1.512e+01,6.713e-01
3.734e+02,2.118e+01,6.069e-01
3.734e+02,2.724e+01,5.545e-01
3.734e+02,3.331e+01,5.223e-01
3.734e+02,3.937e+01,5.133e-01
3.734e+02,4.543e+01,5.122e-01
3.734e+02,5.149e+01,4.961e-01
3.734e+02,5.755e+01,4.868e-01
3.734e+02,6.361e+01,4.868e-01
3.734e+02,6.967e+01,4.661e-01
3.734e+02,7.573e+01,4.412e-01
3.734e+02,8.180e+01,4.305e-01
3.734e+02,8.786e+01,4.197e-01
3.734e+02,9.392e+01,4.051e-01
3.734e+02,9.998e+01,3.882e-01
3.734e+02,1.060e+02,3.713e-01
3.734e+02,1.121e+02,3.545e-01
3.734e+02,1.182e+02,3.376e-01
3.734e+02,1.242e+02,3.208e-01
3.734e+02,1.303e+02,3.083e-01
3.734e+02,1.363e+02,2.965e-01
3.734e+02,1.424e+02,2.847e-01
3.734e+02,1.485e+02,2.729e-01
3.734e+02,1.545e+02,2.611e-01
3.734e+02,1.606e+02,2.493e-01
3.734e+02,1.667e+02,2.375e-01
3.734e+02,1.727e+02,2.257e-01
3.734e+02,1.788e+02,2.135e-01
3.734e+02,1.848e+02,2.009e-01
3.734e+02,1.909e+02,1.884e-01
3.734e+02,1.970e+02,1.759e-01
3.734e+02,2.030e+02,1.634e-01
3.734e+02,2.091e+02,1.509e-01
3.734e+02,2.151e+02,1.384e-01
3.734e+02,2.212e+02,1.258e-01
3.734e+02,2.273e+02,1.133e-01
3.734e+02,2.333e+02,1.008e-01
3.734e+02,2.394e+02,8.829e-02
3.734e+02,2.454e+02,7.577e-02
3.734e+02,2.515e+02,6.326e-02
3.734e+02,2.576e+02,5.074e-02
3.734e+02,2.636e+02,3.822e-02
3.734e+02,2.697e+02,2.571e-02
3.734e+02,2.758e+02,1.319e-02
3.734e+02,2.818e+02,6.743e-04
3.734e+02,2.879e+02,0.000e+00
3.734e+02,2.939e+02,0.000e+00
3.734e+02,3.000e+02,0.000e+00
4.007e+02,3.000e+00,7.151e-01
4.007e+02,9.061e+00,6.936e-01
4.007e+02,1.512e+01,6.713e-01
4.007e+02,2.118e+01,6.069e-01
4.007e+02,2.724e+01,5.545e-01
4.007e+02,3.331e+01,5.223e-01
4.007e+02,3.937e+01,5.133e-01
4.007e+02,4.543e+01,5.122e-01
4.007e+02,5.149e+01,4.961e-01
4.007e+02,5.755e+01,4.868e-01
4.007e+02,6.361e+01,4.868e-01
4.007e+02,6.967e+01,4.661e-01
4.007e+02,7.573e+01,4.412e-01
4.007e+02,8.180e+01,4.305e-01
4.007e+02,8.786e+01,4.197e-01
4.007e+02,9.392e+01,4.051e-01
4.007e+02,9.998e+01,3.882e-01
4.007e+02,1.060e+02,3.713e-01
4.007e+02,1.121e+02,3.545e-01
4.007e+02,1.182e+02,3.376e-01
4.007e+02,1.242e+02,3.208e-01
4.007e+02,1.303e+02,3.083e-01
4.007e+02,1.363e+02,2.965e-01
4.007e+02,1.424e+02,2.847e-01
4.007e+02,1.485e+02,2.729e-01
4.007e+02,1.545e+02,2.611e-01
4.007e+02,1.606e+02,2.493e-01
4.007e+02,1.667e+02,2.375e-01
4.007e+02,1.727e+02,2.257e-01
4.007e+02,1.788e+02,2.135e-01
4.007e+02,1.848e+02,2.009e-01
4.007e+02,1.909e+02,1.884e-01
4.007e+02,1.970e+02,1.759e-01
4.007e+02,2.030e+02,1.634e-01
4.007e+02,2.091e+02,1.509e-01
4.007e+02,2.151e+02,1.384e-01
4.007e+02,2.212e+02,1.258e-01
4.007e+02,2.273e+02,1.133e-01
4.007e+02,2.333e+02,1.008e-01
4.007e+02,2.394e+02,8.829e-02
4.007e+02,2.454e+02,7.577e-02
4.007e+02,2.515e+02,6.326e-02
4.007e+02,2.576e+02,5.074e-02
4.007e+02,2.636e+02,3.822e-02
4.007e+02,2.697e+02,2.571e-02
4.007e+02,2.758e+02,1.319e-02
4.007e+02,2.818e+02,6.743e-04
4.007e+02,2.879e+02,0.000e+00
4.007e+02,2.939e+02,0.000e+00
4.007e+02,3.000e+02,0.000e+00
4.279e+02,3.000e+00,7.151e-01
4.279e+02,9.061e+00,6.936e-01
4.279e+02,1.512e+01,6.713e-01
4.279e+02,2.118e+01,6.069e-01
4.279e+02,2.724e+01,5.545e-01
4.279e+02,3.331e+01,5.223e-01
4.279e+02,3.937e+01,5.133e-01
4.279e+02,4.543e+01,5.122e-01
4.279e+02,5.149e+01,4.961e-01
4.279e+02,5.755e+01,4.868e-01
4.279e+02,6.361e+01,4.868e-01
4.279e+02,6.967e+01,4.661e-01
4.279e+02,7.573e+01,4.412e-01
4.279e+02,8.180e+01,4.305e-01
4.279e+02,8.786e+01,4.197e-01
4.279e+02,9.392e+01,4.051e-01
4.279e+02,9.998e+01,3.882e-01
4.279e+02,1.060e+02,3.713e-01
4.279e+02,1.121e+02,3.545e-01
4.279e+02,1.182e+02,3.376e-01
4.279e+02,1.242e+02,3.208e-01
4.279e+02,1.303e+02,3.083e-01
4.279e+02,1.363e+02,2.965e-01
4.279e+02,1.424e+02,2.847e-01
4.279e+02,1.485e+02,2.729e-01
4.279e+02,1.545e+02,2.611e-01
4.279e+02,1.606e+02,2.493e-01
4.279e+02,1.667e+02,2.375e-01
4.279e+02,1.727e+02,2.257e-01
4.279e+02,1.788e+02,2.135e-01
4.279e+02,1.848e+02,2.009e-01
4.279e+02,1.909e+02,1.884e-01
4.279e+02,1.970e+02,1.759e-01
4.279e+02,2.030e+02,1.634e-01
4.279e+02,2.091e+02,1.509e-01
4.279e+02,2.151e+02,1.384e-01
4.279e+02,2.212e+02,1.258e-01
4.279e+02,2.273e+02,1.133e-01
4.279e+02,2.333e+02,1.008e-01
4.279e+02,2.394e+02,8.829e-02
4.279e+02,2.454e+02,7.577e-02
4.279e+02,2.515e+02,6.326e-02
4.279e+02,2.576e+02,5.074e-02
4.279e+02,2.636e+02,3.822e-02
4.279e+02,2.697e+02,2.571e-02
4.279e+02,2.758e+02,1.319e-02
4.279e+02,2.818e+02,6.743e-04
4.279e+02,2.879e+02,0.000e+00
4.279e+02,2.939e+02,0.000e+00
4.279e+02,3.000e+02,0.000e+00
4.552e+02,3.000e+00,7.151e-01
4.552e+02,9.061e+00,6.936e-01
4.552e+02,1.512e+01,6.713e-01
4.552e+02,2.118e+01,6.069e-01
4.552e+02,2.724e+01,5.545e-01
4.552e+02,3.331e+01,5.223e-01
4.552e+02,3.937e+01,5.133e-01
4.552e+02,4.543e+01,5.122e-01
4.552e+02,5.149e+01,4.961e-01
4.552e+02,5.755e+01,4.868e-01
4.552e+02,6.361e+01,4.868e-01
4.552e+02,6.967e+01,4.661e-01
4.552e+02,7.573e+01,4.412e-01
4.552e+02,8.180e+01,4.305e-01
4.552e+02,8.786e+01,4.197e-01
4.552e+02,9.392e+01,4.051e-01
4.552e+02,9.998e+01,3.882e-01
4.552e+02,1.060e+02,3.713e-01
4.552e+02,1.121e+02,3.545e-01
4.552e+02,1.182e+02,3.376e-01
4.552e+02,1.242e+02,3.208e-01
4.552e+02,1.303e+02,3.083e-01
4.552e+02,1.363e+02,2.965e-01
4.552e+02,1.424e+02,2.847e-01
4.552e+02,1.485e+02,2.729e-01
4.552e+02,1.545e+02,2.611e-01
4.552e+02,1.606e+02,2.493e-01
4.552e+02,1.667e+02,2.375e-01
4.552e+02,1.727e+02,2.257e-01
4.552e+02,1.788e+02,2.135e-01
4.552e+02,1.848e+02,2.009e-01
4.552e+02,1.909e+02,1.884e-01
4.552e+02,1.970e+02,1.759e-01
4.552e+02,2.030e+02,1.634e-01
4.552e+02,2.091e+02,1.509e-01
4.552e+02,2.151e+02,1.384e-01
4.552e+02,2.212e+02,1.258e-01
4.552e+02,2.273e+02,1.133e-01
4.552e+02,2.333e+02,1.008e-01
4.552e+02,2.394e+02,8.829e-02
4.552e+02,2.454e+02,7.577e-02
4.552e+02,2.515e+02,6.326e-02
4.552e+02,2.576e+02,5.074e-02
4.552e+02,2.636e+02,3.822e-02
4.552e+02,2.697e+02,2.571e-02
4.552e+02,2.758e+02,1.319e-02
4.552e+02,2.818e+02,6.743e-04
4.552e+02,2.879e+02,0.000e+00
4.552e+02,2.939e+02,0.000e+00
4.552e+02,3.000e+02,0.000e+00
4.824e+02,3.000e+00,7.151e-01
4.824e+02,9.061e+00,6.936e-01
4.824e+02,1.512e+01,6.713e-01
4.824e+02,2.118e+01,6.069e-01
4.824e+02,2.724e+01,5.545e-01
4.824e+02,3.331e+01,5.223e-01
4.824e+02,3.937e+01,5.133e-01
4.824e+02,4.543e+01,5.122e-01
4.824e+02,5.149e+01,4.961e-01
4.824e+02,5.755e+01,4.868e-01
4.824e+02,6.361e+01,4.868e-01
4.824e+02,6.967e+01,4.661e-01
4.824e+02,7.573e+01,4.412e-01
4.824e+02,8.180e+01,4.305e-01
4.824e+02,8.786e+01,4.197e-01
4.824e+02,9.392e+01,4.051e-01
4.824e+02,9.998e+01,3.882e-01
4.824e+02,1.060e+02,3.713e-01
4.824e+02,1.121e+02,3.545e-01
4.824e+02,1.182e+02,3.376e-01
4.824e+02,1.242e+02,3.208e-01
4.824e+02,1.303e+02,3.083e-01
4.824e+02,1.363e+02,2.965e-01
4.824e+02,1.424e+02,2.847e-01
4.824e+02,1.485e+02,2.729e-01
4.824e+02,1.545e+02,2.611e-01
4.824e+02,1.606e+02,2.493e-01
4.824e+02,1.667e+02,2.375e-01
4.824e+02,1.727e+02,2.257e-01
4.824e+02,1.788e+02,2.135e-01
4.824e+02,1.848e+02,2.009e-01
4.824e+02,1.909e+02,1.884e-01
4.824e+02,1.970e+02,1.759e-01
4.824e+02,2.030e+02,1.634e-01
4.824e+02,2.091e+02,1.509e-01
4.824e+02,2.151e+02,1.384e-01
4.824e+02,2.212e+02,1.258e-01
4.824e+02,2.273e+02,1.133e-01
4.824e+02,2.333e+02,1.008e-01
4.824e+02,2.394e+02,8.829e-02
4.824e+02,2.454e+02,7.577e-02
4.824e+02,2.515e+02,6.326e-02
4.824e+02,2.576e+02,5.074e-02
4.824e+02,2.636e+02,3.822e-02
4.824e+02,2.697e+02,2.571e-02
4.824e+02,2.758e+02,1.319e-02
4.824e+02,2.818e+02,6.743e-04
4.824e+02,2.879e+02,0.000e+00
4.824e+02,2.939e+02,0.000e+00
4.824e+02,3.000e+02,0.000e+00
5.097e+02,3.000e+00,7.151e-01
5.097e+02,9.061e+00,6.936e-01
5.097e+02,1.512e+01,6.713e-01
5.097e+02,2.118e+01,6.069e-01
5.097e+02,2.724e+01,5.545e-01
5.097e+02,3.331e+01,5.223e-01
5.097e+02,3.937e+01,5.133e-01
5.097e+02,4.543e+01,5.122e-01
5.097e+02,5.149e+01,4.961e-01
5.097e+02,5.755e+01,4.868e-01
5.097e+02,6.361e+01,4.868e-01
5.097e+02,6.967e+01,4.661e-01
5.097e+02,7.573e+01,4.412e-01
5.097e+02,8.180e+01,4.305e-01
5.097e+02,8.786e+01,4.197e-01
5.097e+02,9.392e+01,4.051e-01
5.097e+02,9.998e+01,3.882e-01
5.097e+02,1.060e+02,3.713e-01
5.097e+02,1.121e+02,3.545e-01
5.097e+02,1.182e+02,3.376e-01
5.097e+02,1.242e+02,3.208e-01
5.097e+02,1.303e+02,3.083e-01
5.097e+02,1.363e+02,2.965e-01
5.097e+02,1.424e+02,2.847e-01
5.097e+02,1.485e+02,2.729e-01
5.097e+02,1.545e+02,2.611e-01
5.097e+02,1.606e+02,2.493e-01
5.097e+02,1.667e+02,2.375e-01
5.097e+02,1.727e+02,2.257e-01
5.097e+02,1.788e+02,2.135e-01
5.097e+02,1.848e+02,2.009e-01
5.097e+02,1.909e+02,1.884e-01
5.097e+02,1.970e+02,1.759e-01
5.097e+02,2.030e+02,1.634e-01
5.097e+02,2.091e+02,1.509e-01
5.097e+02,2.151e+02,1.384e-01
5.097e+02,2.212e+02,1.258e-01
5.097e+02,2.273e+02,1.133e-01
5.097e+02,2.333e+02,1.008e-01
5.097e+02,2.394e+02,8.829e-02
5.097e+02,2.454e+02,7.577e-02
5.097e+02,2.515e+02,6.326e-02
5.097e+02,2.576e+02,5.074e-02
5.097e+02,2.636e+02,3.822e-02
5.097e+02,2.697e+02,2.571e-02
5.097e+02,2.758e+02,1.319e-02
5.097e+02,2.818e+02,6.743e-04
5.097e+02,2.879e+02,0.000e+00
5.097e+02,2.939e+02,0.000e+00
5.097e+02,3.000e+02,0.000e+00
5.369e+02,3.000e+00,7.151e-01
5.369e+02,9.061e+00,6.936e-01
5.369e+02,1.512e+01,6.713e-01
5.369e+02,2.118e+01,6.069e-01
5.369e+02,2.724e+01,5.545e-01
5.369e+02,3.331e+01,5.223e-01
5.369e+02,3.937e+01,5.133e-01
5.369e+02,4.543e+01,5.122e-01
5.369e+02,5.149e+01,4.961e-01
5.369e+02,5.755e+01,4.868e-01
5.369e+02,6.361e+01,4.868e-01
5.369e+02,6.967e+01,4.661e-01
5.369e+02,7.573e+01,4.412e-01
5.369e+02,8.180e+01,4.305e-01
5.369e+02,8.786e+01,4.197e-01
5.369e+02,9.392e+01,4.051e-01
5.369e+02,9.998e+01,3.882e-01
5.369e+02,1.060e+02,3.713e-01
5.369e+02,1.121e+02,3.545e-01
5.369e+02,1.182e+02,3.376e-01
5.369e+02,1.242e+02,3.208e-01
5.369e+02,1.303e+02,3.083e-01
5.369e+02,1.363e+02,2.965e-01
5.369e+02,1.424e+02,2.847e-01
5.369e+02,1.485e+02,2.729e-01
5.369e+02,1.545e+02,2.611e-01
5.369e+02,1.606e+02,2.493e-01
5.369e+02,1.667e+02,2.375e-01
5.369e+02,1.727e+02,2.257e-01
5.369e+02,1.788e+02,2.135e-01
5.369e+02,1.848e+02,2.009e-01
5.369e+02,1.909e+02,1.884e-01
5.369e+02,1.970e+02,1.759e-01
5.369e+02,2.030e+02,1.634e-01
5.369e+02,2.091e+02,1.509e-01
5.369e+02,2.151e+02,1.384e-01
5.369e+02,2.212e+02,1.258e-01
5.369e+02,2.273e+02,1.133e-01
5.369e+02,2.333e+02,1.008e-01
5.369e+02,2.394e+02,8.829e-02
5.369e+02,2.454e+02,7.577e-02
5.369e+02,2.515e+02,6.326e-02
5.369e+02,2.576e+02,5.074e-02
5.369e+02,2.636e+02,3.822e-02
5.369e+02,2.697e+02,2.571e-02
5.369e+02,2.758e+02,1.319e-02
5.369e+02,2.818e+02,6.743e-04
5.369e+02,2.879e+02,0.000e+00
5.369e+02,2.939e+02,0.000e+00
5.369e+02,3.000e+02,0.000e+00
5.641e+02,3.000e+00,7.151e-01
5.641e+02,9.061e+00,6.936e-01
5.641e+02,1.512e+01,6.713e-01
5.641e+02,2.118e+01,6.069e-01
5.641e+02,2.724e+01,5.545e-01
5.641e+02,3.331e+01,5.223e-01
5.641e+02,3.937e+01,5.133e-01
5.641e+02,4.543e+01,5.122e-01
5.641e+02,5.149e+01,4.961e-01
5.641e+02,5.755e+01,4.868e-01
5.641e+02,6.361e+01,4.868e-01
5.641e+02,6.967e+01,4.661e-01
5.641e+02,7.573e+01,4.412e-01
5.641e+02,8.180e+01,4.305e-01
5.641e+02,8.786e+01,4.197e-01
5.641e+02,9.392e+01,4.051e-01
5.641e+02,9.998e+01,3.882e-01
5.641e+02,1.060e+02,3.713e-01
5.641e+02,1.121e+02,3.545e-01
5.641e+02,1.182e+02,3.376e-01
5.641e+02,1.242e+02,3.208e-01
5.641e+02,1.303e+02,3.083e-01
5.641e+02,1.363e+02,2.965e-01
5.641e+02,1.424e+02,2.847e-01
5.641e+02,1.485e+02,2.729e-01
5.641e+02,1.545e+02,2.611e-01
5.641e+02,1.606e+02,2.493e-01
5.641e+02,1.667e+02,2.375e-01
5.641e+02,1.727e+02,2.257e-01
5.641e+02,1.788e+02,2.135e-01
5.641e+02,1.848e+02,2.009e-01
5.641e+02,1.909e+02,1.884e-01
5.641e+02,1.970e+02,1.759e-01
5.641e+02,2.030e+02,1.634e-01
5.641e+02,2.091e+02,1.509e-01
5.641e+02,2.151e+02,1.384e-01
5.641e+02,2.212e+02,1.258e-01
5.641e+02,2.273e+02,1.133e-01
5.641e+02,2.333e+02,1.008e-01
5.641e+02,2.394e+02,8.829e-02
5.641e+02,2.454e+02,7.577e-02
5.641e+02,2.515e+02,6.326e-02
5.641e+02,2.576e+02,5.074e-02
5.641e+02,2.636e+02,3.822e-02
5.641e+02,2.697e+02,2.571e-02
5.641e+02,2.758e+02,1.319e-02
5.641e+02,2.818e+02,6.743e-04
5.641e+02,2.879e+02,0.000e+00
5.641e+02,2.939e+02,0.000e+00
5.641e+02,3.000e+02,0.000e+00
5.914e+02,3.000e+00,7.151e-01
5.914e+02,9.061e+00,6.936e-01
5.914e+02,1.512e+01,6.713e-01
5.914e+02,2.118e+01,6.069e-01
5.914e+02,2.724e+01,5.545e-01
5.914e+02,3.331e+01,5.223e-01
5.914e+02,3.937e+01,5.133e-01
5.914e+02,4.543e+01,5.122e-01
5.914e+02,5.149e+01,4.961e-01
5.914e+02,5.755e+01,4.868e-01
5.914e+02,6.361e+01,4.868e-01
5.914e+02,6.967e+01,4.661e-01
5.914e+02,7.573e+01,4.412e-01
5.914e+02,8.180e+01,4.305e-01
5.914e+02,8.786e+01,4.197e-01
5.914e+02,9.392e+01,4.051e-01
5.914e+02,9.998e+01,3.882e-01
5.914e+02,1.060e+02,3.713e-01
5.914e+02,1.121e+02,3.545e-01
5.914e+02,1.182e+02,3.376e-01
5.914e+02,1.242e+02,3.208e-01
5.914e+02,1.303e+02,3.083e-01
5.914e+02,1.363e+02,2.965e-01
5.914e+02,1.424e+02,2.847e-01
5.914e+02,1.485e+02,2.729e-01
5.914e+02,1.545e+02,2.611e-01
5.914e+02,1.606e+02,2.493e-01
5.914e+02,1.667e+02,2.375e-01
5.914e+02,1.727e+02,2.257e-01
5.914e+02,1.788e+02,2.135e-01
5.914e+02,1.848e+02,2.009e-01
5.914e+02,1.909e+02,1.884e-01
5.914e+02,1.970e+02,1.759e-01
5.914e+02,2.030e+02,1.634e-01
5.914e+02,2.091e+02,1.509e-01
5.914e+02,2.151e+02,1.384e-01
5.914e+02,2.212e+02,1.258e-01
5.914e+02,2.273e+02,1.133e-01
5.914e+02,2.333e+02,1.008e-01
5.914e+02,2.394e+02,8.829e-02
5.914e+02,2.454e+02,7.577e-02
5.914e+02,2.515e+02,6.326e-02
5.914e+02,2.576e+02,5.074e-02
5.914e+02,2.636e+02,3.822e-02
5.914e+02,2.697e+02,2.571e-02
5.914e+02,2.758e+02,1.319e-02
5.914e+02,2.818e+02,6.743e-04
5.914e+02,2.879e+02,0.000e+00
5.914e+02,2.939e+02,0.000e+00
5.914e+02,3.000e+02,0.000e+00
6.186e+02,3.000e+00,7.151e-01
6.186e+02,9.061e+00,6.936e-01
6.186e+02,1.512e+01,6.713e-01
6.186e+02,2.118e+01,6.069e-01
6.186e+02,2.724e+01,5.545e-01
6.186e+02,3.331e+01,5.223e-01
6.186e+02,3.937e+01,5.133e-01
6.186e+02,4.543e+01,5.122e-01
6.186e+02,5.149e+01,4.961e-01
6.186e+02,5.755e+01,4.868e-01
6.186e+02,6.361e+01,4.868e-01
6.186e+02,6.967e+01,4.661e-01
6.186e+02,7.573e+01,4.412e-01
6.186e+02,8.180e+01,4.305e-01
6.186e+02,8.786e+01,4.197e-01
6.186e+02,9.392e+01,4.051e-01
6.186e+02,9.998e+01,3.882e-01
6.186e+02,1.060e+02,3.713e-01
6.186e+02,1.121e+02,3.545e-01
6.186e+02,1.182e+02,3.376e-01
6.186e+02,1.242e+02,3.208e-01
6.186e+02,1.303e+02,3.083e-01
6.186e+02,1.363e+02,2.965e-01
6.186e+02,1.424e+02,2.847e-01
6.186e+02,1.485e+02,2.729e-01
6.186e+02,1.545e+02,2.611e-01
6.186e+02,1.606e+02,2.493e-01
6.186e+02,1.667e+02,2.375e-01
6.186e+02,1.727e+02,2.257e-01
6.186e+02,1.788e+02,2.135e-01
6.186e+02,1.848e+02,2.009e-01
6.186e+02,1.909e+02,1.884e-01
6.186e+02,1.970e+02,1.759e-01
6.186e+02,2.030e+02,1.634e-01
6.186e+02,2.091e+02,1.509e-01
6.186e+02,2.151e+02,1.384e-01
6.186e+02,2.212e+02,1.258e-01
6.186e+02,2.273e+02,1.133e-01
6.186e+02,2.333e+02,1.008e-01
6.186e+02,2.394e+02,8.829e-02
6.186e+02,2.454e+02,7.577e-02
6.186e+02,2.515e+02,6.326e-02
6.186e+02,2.576e+02,5.074e-02
6.186e+02,2.636e+02,3.822e-02
6.186e+02,2.697e+02,2.571e-02
6.186e+02,2.758e+02,1.319e-02
6.186e+02,2.818e+02,6.743e-04
6.186e+02,2.879e+02,0.000e+00
6.186e+02,2.939e+02,0.000e+00
6.186e+02,3.000e+02,0.000e+00
6.459e+02,3.000e+00,7.151e-01
6.459e+02,9.061e+00,6.936e-01
6.459e+02,1.512e+01,6.713e-01
6.459e+02,2.118e+01,6.069e-01
6.459e+02,2.724e+01,5.545e-01
6.459e+02,3.331e+01,5.223e-01
6.459e+02,3.937e+01,5.133e-01
6.459e+02,4.543e+01,5.122e-01
6.459e+02,5.149e+01,4.961e-01
6.459e+02,5.755e+01,4.868e-01
6.459e+02,6.361e+01,4.868e-01
6.459e+02,6.967e+01,4.661e-01
6.459e+02,7.573e+01,4.412e-01
6.459e+02,8.180e+01,4.305e-01
6.459e+02,8.786e+01,4.197e-01
6.459e+02,9.392e+01,4.051e-01
6.459e+02,9.998e+01,3.882e-01
6.459e+02,1.060e+02,3.713e-01
6.459e+02,1.121e+02,3.545e-01
6.459e+02,1.182e+02,3.376e-01
6.459e+02,1.242e+02,3.208e-01
6.459e+02,1.303e+02,3.083e-01
6.459e+02,1.363e+02,2.965e-01
6.459e+02,1.424e+02,2.847e-01
6.459e+02,1.485e+02,2.729e-01
6.459e+02,1.545e+02,2.611e-01
6.459e+02,1.606e+02,2.493e-01
6.459e+02,1.667e+02,2.375e-01
6.459e+02,1.727e+02,2.257e-01
6.459e+02,1.788e+02,2.135e-01
6.459e+02,1.848e+02,2.009e-01
6.459e+02,1.909e+02,1.884e-01
6.459e+02,1.970e+02,1.759e-01
6.459e+02,2.030e+02,1.634e-01
6.459e+02,2.091e+02,1.509e-01
